School_Name,School_Year,Reported,Reported_enrollment,Percent_complete_for_all_immunizations,Percent_conditional,Percent_out_of_compliance,Percent_with_any_exemption,Percent_with_medical_exemption,Percent_with_personal_exemption,Percent_with_religious_exemption,Percent_with_religious_membership_exemption,Percent_complete_for_diphtheria_tetanus,Percent_complete_for_pertussis,Percent_complete_for_measles_mumps_rubella,Percent_complete_for_polio,Percent_complete_for_HepatitisB,Percent_complete_for_varicella,Number_complete_for_all_immunizations,Number_conditional,Number_out_of_compliance,Number_with_any_exemption,Number_with_medical_exemption,Number_with_personal_exemption,Number_with_religious_exemption,Number_with_religious_membership_exemption,Number_incomplete_for_diphtheria_tetanus,Number_incomplete_for_pertussis,Number_incomplete_for_measles_mumps_rubella,Number_incomplete_for_polio,Number_incomplete_for_HepatitisB,Number_incomplete_for_varicella,School_Type,School_District,County,ESD,Grade_Levels,Has_kindergarten,Has_6thGrade,Location 1
GRAND RIDGE ELEMENTARY,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,ISSAQUAH SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,1,0,"1739 NE PARK DR
ISSAQUAH
(47.547358, -122.005165)"
GARDENVIEW MONTESSORI,2016-17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIVATE SCHOOL,BELLINGHAM SCHOOL DISTRICT,WHATCOM,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,P-1,1,0,"3242 FIRWOOD AVE
BELLINGHAM
(48.775804, -122.50277)"
HILLSIDE ACADEMY,2016-17,Y,10,80%,0%,0%,20%,20%,0%,0%,0%,90%,90%,90%,80%,80%,80%,8,0,0,2,2,0,0,0,1,1,1,2,2,2,PRIVATE SCHOOL,RIVERVIEW SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-6,1,1,"15520 MAIN ST NE
DUVALL
(47.740589, -121.986087)"
COOPER ELEMENTARY,2016-17,Y,79,86.1%,2.5%,1.3%,10.1%,1.3%,7.6%,1.3%,0%,88.6%,88.6%,91.1%,91.1%,89.9%,89.9%,68,2,1,8,1,6,1,0,9,9,7,7,8,8,PUBLIC SCHOOL,SPOKANE SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,PK-6,1,1,"3200 N FERRALL ST
SPOKANE
(47.687148, -117.359022)"
COVINGTON MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,EVERGREEN SCHOOL DISTRICT (CLARK),CLARK,EDUCATIONAL SERVICE DISTRICT 112,6-8,0,1,"11200 NE ROSEWOOD RD
VANCOUVER
(45.667256, -122.558566)"
COLUMBIA HEIGHTS ELEMENTARY,2016-17,Y,71,91.5%,2.8%,2.8%,2.8%,0%,2.8%,0%,0%,93%,93%,95.8%,93%,98.6%,95.8%,65,2,2,2,0,2,0,0,5,5,3,5,1,3,PUBLIC SCHOOL,LONGVIEW SCHOOL DISTRICT,COWLITZ,EDUCATIONAL SERVICE DISTRICT 112,K -5,1,0,"2820 PARKVIEW DRIVE
LONGVIEW
(46.155922, -122.940592)"
CHILD SCHOOL-NEW HEIGHTS SCHOOL AT CHILDREN'S INSTITUTE FOR LEARNING DIFFERENCES (CHILD),2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,MERCER ISLAND SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-12,1,1,"4030 86TH AVE SE
MERCER ISLAND
(47.573595, -122.224239)"
BETHLEHEM LUTHERAN SCHOOL,2016-17,Y,24,95.8%,0%,4.2%,0%,0%,0%,0%,0%,95.8%,95.8%,95.8%,95.8%,95.8%,95.8%,23,0,1,0,0,0,0,0,1,1,1,1,1,1,PRIVATE SCHOOL,KENNEWICK SCHOOL DISTRICT,BENTON,EDUCATIONAL SERVICE DISTRICT 123,P-8,1,1,"2505 W 27TH AVE
KENNEWICK
(46.183891, -119.154698)"
BEAVER LAKE MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,ISSAQUAH SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,0,1,"25025 SE 32ND ST
ISSAQUAH
(47.580611, -122.004768)"
CEDAR RIVER MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,TAHOMA SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-7,0,1,"22615 SWEENEY ROAD SE
MAPLE VALLEY
(47.398982, -122.050209)"
HAZELWOOD ELEMENTARY SCHOOL,2016-17,Y,72,81.9%,1.4%,2.8%,13.9%,1.4%,13.9%,0%,0%,86.1%,86.1%,86.1%,86.1%,84.7%,87.5%,59,1,2,10,1,10,0,0,10,10,10,10,11,9,PUBLIC SCHOOL,AUBURN SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,1,0,"11815 SE 304TH ST
AUBURN
(47.329892, -122.186772)"
BAKER VIEW CHRISTIAN SCHOOL,2016-17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIVATE SCHOOL,FERNDALE SCHOOL DISTRICT,WHATCOM,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,P-8,1,1,"5353 WASCHKE RD
BELLINGHAM
(48.835182, -122.529837)"
GRACE CHRISTIAN ACADEMY (REPUBLIC),2016-17,Y,1,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,100%,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,REPUBLIC SCHOOL DISTRICT,FERRY,EDUCATIONAL SERVICE DISTRICT 101,K-8,1,1,"35 NORTH CLARK AVE
REPUBLIC
(48.648095, -118.738096)"
HAZEL VALLEY ELEMENTARY,2016-17,Y,97,82.5%,0%,17.5%,0%,0%,0%,0%,0%,91.8%,91.8%,92.8%,90.7%,93.8%,91.8%,80,0,17,0,0,0,0,0,8,8,7,9,6,8,PUBLIC SCHOOL,HIGHLINE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-6,1,1,"402 SW 132ND ST
BURIEN
(47.484878, -122.340589)"
EMERSON K-12 (FAMILY LEARNING CENTER),2016-17,Y,12,75%,0%,0%,25%,0%,25%,0%,0%,83.3%,83.3%,75%,83.3%,75%,75%,9,0,0,3,0,3,0,0,2,2,3,2,3,3,PUBLIC SCHOOL,LAKE WASHINGTON SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -12,1,1,"10903 NE 53RD STREET
KIRKLAND
(47.655837, -122.194807)"
FOREST VIEW ELEMENTARY SCHOOL,2016-17,Y,112,91.1%,0%,3.6%,5.4%,0%,5.4%,0.9%,0%,95.5%,95.5%,94.6%,92%,92%,93.8%,102,0,4,6,0,6,1,0,5,5,6,9,9,7,PUBLIC SCHOOL,EVERETT SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -5,1,0,"5601 156TH ST. SE
EVERETT
(47.856266, -122.155734)"
FIRST PLACE SCHOLARS SCHOOL,2016-17,Y,4,75%,0%,25%,0%,0%,0%,0%,0%,100%,100%,75%,100%,100%,75%,3,0,1,0,0,0,0,0,0,0,1,0,0,1,PRIVATE SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-5,1,0,"172 20TH AVE (MAIL: PO BOX 22536 SEATTLE 98122-0536)
SEATTLE
(47.603072, -122.306339)"
FRANKLIN ELEMENTARY SCHOOL,2016-17,Y,59,89.8%,0%,5.1%,5.1%,0%,5.1%,0%,0%,94.9%,98.3%,94.9%,93.2%,93.2%,91.5%,53,0,3,3,0,3,0,0,3,1,3,4,4,5,PUBLIC SCHOOL,TACOMA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,1,0,"1402 S LAWRENCE ST
TACOMA
(47.248272, -122.4792)"
GARFIELD ELEMENTARY SCHOOL,2016-17,Y,66,93.9%,1.5%,3%,1.5%,0%,1.5%,0%,0%,97%,97%,97%,95.5%,100%,95.5%,62,1,2,1,0,1,0,0,2,2,2,3,0,3,PUBLIC SCHOOL,TOPPENISH SCHOOL DISTRICT,YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,K -5,1,0,"505 MADISON AVE
TOPPENISH
(46.378124, -120.319259)"
GIG HARBOR HIGH,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,PENINSULA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,0,0,"5101 ROSEDALE ST NW
GIG HARBOR
(47.330194, -122.604582)"
GRANT ELEMENTARY,2016-17,Y,49,77.6%,4.1%,2%,16.3%,4.1%,10.2%,2%,0%,85.7%,85.7%,87.8%,85.7%,87.8%,81.6%,38,2,1,8,2,5,1,0,7,7,6,7,6,9,PUBLIC SCHOOL,SPOKANE SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,K -6,1,1,"1300 E 9TH AVE
SPOKANE
(47.647244, -117.390604)"
COLFAX PUBLIC SCHOOLS,2016-17,Y,37,97.3%,0%,2.7%,0%,0%,0%,0%,0%,97.3%,97.3%,100%,97.3%,100%,100%,36,0,1,0,0,0,0,0,1,1,0,1,0,0,PUBLIC SCHOOL,COLFAX SCHOOL DISTRICT,WHITMAN,EDUCATIONAL SERVICE DISTRICT 101,K-12,1,1,"1110 N. MORTON STREET
COLFAX
(46.891866, -117.3616)"
CASCADE CHRISTIAN SCHOOLS--FREDRICKSON ELEMENTARY,2016-17,Y,31,45.2%,0%,51.6%,3.2%,0%,3.2%,0%,0%,58.1%,58.1%,58.1%,64.5%,87.1%,51.6%,14,0,16,1,0,1,0,0,13,13,13,11,4,15,PRIVATE SCHOOL,BETHEL SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-6,1,1,"3425 176TH ST E
TACOMA
(47.096669, -122.383297)"
DANIEL BAGLEY ELEMENTARY SCHOOL,2016-17,Y,69,88.4%,1.4%,4.3%,5.8%,1.4%,5.8%,0%,0%,94.2%,94.2%,92.8%,91.3%,92.8%,91.3%,61,1,3,4,1,4,0,0,4,4,5,6,5,6,PUBLIC SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,1,0,"7821 STONE AV N
SEATTLE
(47.685646, -122.341801)"
DOWNING ELEMENTARY SCHOOL,2016-17,Y,50,50%,2%,44%,4%,0%,4%,0%,0%,66%,98%,64%,58%,76%,60%,25,1,22,2,0,2,0,0,17,1,18,21,12,20,PUBLIC SCHOOL,TACOMA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,1,0,"2502 N ORCHARD ST
TACOMA
(47.269944, -122.505257)"
DECATUR HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,FEDERAL WAY SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,0,0,"2800 SW 320TH ST
FEDERAL WAY
(47.315183, -122.36858)"
HOLY FAMILY SCHOOL,2016-17,Y,14,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,100%,100%,14,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,CLARKSTON SCHOOL DISTRICT,ASOTIN,EDUCATIONAL SERVICE DISTRICT 123,P-6,1,1,"1002 CHESTNUT ST
CLARKSTON
(46.410868, -117.05949)"
GLENWOOD ELEMENTARY,2016-17,Y,83,78.3%,2.4%,19.3%,0%,0%,0%,0%,0%,83.1%,83.1%,85.5%,83.1%,95.2%,85.5%,65,2,16,0,0,0,0,0,14,14,12,14,4,12,PUBLIC SCHOOL,LAKE STEVENS SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -5,1,0,"2221 103 AVE SE
LAKE STEVENS
(47.975729, -122.093049)"
ELMA ELEMENTARY SCHOOL,2016-17,Y,81,88.9%,2.5%,0%,8.6%,0%,8.6%,0%,0%,95.1%,95.1%,95.1%,93.8%,95.1%,93.8%,72,2,0,7,0,7,0,0,4,4,4,5,4,5,PUBLIC SCHOOL,ELMA SCHOOL DISTRICT,GRAYS HARBOR,EDUCATIONAL SERVICE DISTRICT 113,PK-5,1,0,"1235 MONTE-ELMA RD
ELMA
(47.003049, -123.434125)"
COMM BASED TRANS PROGRAM,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,TACOMA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,11-12,0,0,"601 S 8TH ST
TACOMA
(47.255752, -122.446038)"
AUBURN MOUNTAINVIEW HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,AUBURN SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,0,0,"28900 124TH AVE SE
AUBURN
(47.34257, -122.176188)"
CAMAS CHRISTIAN ACADEMY (BRIGHT FUTURES CHRISTIAN SCHOOL),2016-17,Y,18,22.2%,66.7%,5.6%,5.6%,0%,0%,0%,5.6%,44.4%,94.4%,38.9%,33.3%,83.3%,33.3%,4,12,1,1,0,0,0,1,10,1,11,12,3,12,PRIVATE SCHOOL,CAMAS SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,P-6,1,1,"717 SE EVERETT RD
CAMAS
(45.616657, -122.403801)"
ANDERSON ISLAND ELEMENTARY,2016-17,Y,5,60%,0%,40%,0%,0%,0%,0%,0%,80%,80%,80%,80%,60%,80%,3,0,2,0,0,0,0,0,1,1,1,1,2,1,PUBLIC SCHOOL,STEILACOOM HIST. SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,1,0,"510 CHAMBERS
STEILACOOM
(47.168796, -122.598869)"
EASTSIDE ACADEMY,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,BELLEVUE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,0,0,"1717 BELLEVUE WAY NE
BELLEVUE
(47.626417, -122.201719)"
EMERALD HEIGHTS ACADEMY,2016-17,Y,1,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,100%,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,BELLEVUE SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-8,1,1,"3850 - 156TH AVE SE
BELLEVUE
(47.576794, -122.131928)"
EXPLORATIONS ACADEMY/GLOBAL COMMUNITY INSTITUTE,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,BELLINGHAM SCHOOL DISTRICT,WHATCOM,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,8-12,0,0,"1701 ELLIS STREET
BELLINGHAM
(48.752703, -122.472171)"
BROADVIEW-THOMSON K-8 SCHOOL,2016-17,Y,80,88.8%,0%,8.8%,2.5%,0%,1.3%,1.3%,0%,91.3%,91.3%,96.3%,92.5%,93.8%,96.3%,71,0,7,2,0,1,1,0,7,7,3,6,5,3,PUBLIC SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-8,1,1,"13052 GREENWOOD AV N
SEATTLE
(47.724526, -122.355568)"
ACADEMY NW/FAMILY ACADEMY,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIVATE SCHOOL,ARLINGTON SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K-12,1,1,"23420 JORDAN RD
ARLINGTON
(48.208792, -122.098274)"
HOCKINSON HEIGHTS ELEMENTARY SCHOOL,2016-17,Y,123,84.6%,2.4%,2.4%,10.6%,2.4%,7.3%,0.8%,0.8%,89.4%,89.4%,89.4%,87.8%,90.2%,87%,104,3,3,13,3,9,1,1,13,13,13,15,12,16,PUBLIC SCHOOL,HOCKINSON SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,K-5,1,0,"20000 NE 164 ST
BRUSH PRAIRIE
(45.740989, -122.46769)"
CHOICE ALTERNATIVE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,SHELTON SCHOOL DISTRICT,MASON,EDUCATIONAL SERVICE DISTRICT 113,K -12,1,1,"807 W. PINE ST.
SHELTON
(47.215977, -123.108695)"
COLLEGE PLACE ELEMENTARY,2016-17,Y,75,86.7%,2.7%,8%,2.7%,1.3%,2.7%,0%,0%,89.3%,89.3%,92%,93.3%,94.7%,92%,65,2,6,2,1,2,0,0,8,8,6,5,4,6,PUBLIC SCHOOL,EDMONDS SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -6,1,1,"20401 76TH AVE W
LYNNWOOD
(47.81355, -122.335824)"
COUNTRYSIDE SDA ELEMENTARY,2016-17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIVATE SCHOOL,REARDAN-EDWALL SCHOOL DISTRICT,LINCOLN,EDUCATIONAL SERVICE DISTRICT 101,1-8,0,1,"12107 W SEVEN MILE RD
SPOKANE
(47.744099, -117.5792)"
EVERGREEN ELEMENTARY SCHOOL,2016-17,Y,82,79.3%,0%,4.9%,15.9%,0%,15.9%,0%,0%,86.6%,86.6%,84.1%,87.8%,82.9%,84.1%,65,0,4,13,0,13,0,0,11,11,13,10,14,13,PUBLIC SCHOOL,MEAD SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,K -6,1,1,"215 W EDDY
SPOKANE
(47.735801, -117.416352)"
49TH STREET ACADEMY,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,EVERGREEN SCHOOL DISTRICT (CLARK),CLARK,EDUCATIONAL SERVICE DISTRICT 112,K -12,1,1,"14619B NE 49TH STREET
VANCOUVER
(45.657367, -122.521186)"
AUBURN SENIOR HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,AUBURN SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,0,0,"800 4TH ST NE
AUBURN
(47.31097, -122.220203)"
COUPEVILLE MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,COUPEVILLE SCHOOL DISTRICT,ISLAND,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,6-8,0,1,"501 SOUTH MAIN
COUPEVILLE
(48.207366, -122.686117)"
COLUMBIA ADVENTIST ACADEMY,2016-17,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIVATE SCHOOL,BATTLE GROUND SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,9-12,0,0,"11100 NE 189TH ST
BATTLE GROUND
(45.758784, -122.558592)"
BUENA VISTA SDA SCHOOL,2016-17,Y,18,55.6%,0%,11.1%,33.3%,5.6%,27.8%,0%,0%,66.7%,66.7%,61.1%,83.3%,72.2%,61.1%,10,0,2,6,1,5,0,0,6,6,7,3,5,7,PRIVATE SCHOOL,AUBURN SCHOOL DISTRICT,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K-8,1,1,"3320 ACADEMY DR SE
AUBURN
(47.281522, -122.158802)"
AKI KUROSE MIDDLE SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,0,1,"3928 S GRAHAM ST
SEATTLE
(47.546008, -122.282106)"
BOZE,2016-17,Y,65,90.8%,1.5%,6.2%,1.5%,0%,0%,0%,1.5%,95.4%,98.5%,96.9%,96.9%,93.8%,96.9%,59,1,4,1,0,0,0,1,3,1,2,2,4,2,PUBLIC SCHOOL,TACOMA SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,1,0,"1140 E 65TH ST
TACOMA
(47.198139, -122.413618)"
EDISON ELEMENTARY,2016-17,Y,93,87.1%,5.4%,4.3%,3.2%,0%,2.2%,1.1%,0%,89.2%,89.2%,92.5%,90.3%,92.5%,91.4%,81,5,4,3,0,2,1,0,10,10,7,9,7,8,PUBLIC SCHOOL,CENTRALIA SCHOOL DISTRICT,LEWIS,EDUCATIONAL SERVICE DISTRICT 113,K -3,1,0,"607 H STREET
CENTRALIA
(46.721936, -122.959097)"
CHALLENGER SECONDARY SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,BETHEL SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,5-12,0,1,"18020 B ST E
SPANAWAY
(47.092483, -122.4282)"
CONCRETE ELEMENTARY,2016-17,Y,47,80.9%,4.3%,12.8%,2.1%,0%,2.1%,0%,0%,87.2%,87.2%,87.2%,89.4%,89.4%,87.2%,38,2,6,1,0,1,0,0,6,6,6,5,5,6,PUBLIC SCHOOL,CONCRETE SCHOOL DISTRICT,SKAGIT,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K -8,1,1,"7838 S SUPERIOR AVE
CONCRETE
(48.531486, -121.759087)"
DAVID T. DENNY INTERNATIONAL SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,6-8,0,1,"8402 30 AV SW
SEATTLE
(47.527381, -122.371242)"
BORDEAUX ELEMENTARY SCHOOL,2016-17,Y,95,80%,7.4%,9.5%,3.2%,0%,3.2%,0%,0%,85.3%,85.3%,87.4%,86.3%,91.6%,84.2%,76,7,9,3,0,3,0,0,14,14,12,13,8,15,PUBLIC SCHOOL,SHELTON SCHOOL DISTRICT,MASON,EDUCATIONAL SERVICE DISTRICT 113,PK-5,1,0,"350 E. UNIVERSITY AVE.
SHELTON
(47.200811, -123.098863)"
ARBOR HEIGHTS ELEMENTARY SCHOOL,2016-17,Y,101,82.2%,0%,15.8%,2%,1%,2%,0%,0%,91.1%,91.1%,92.1%,85.1%,93.1%,87.1%,83,0,16,2,1,2,0,0,9,9,8,15,7,13,PUBLIC SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -5,1,0,"3701 SW 104 ST
SEATTLE
(47.510021, -122.378006)"
EVERGREEN PRIMARY,2016-17,Y,88,89.8%,1.1%,1.1%,8%,1.1%,5.7%,1.1%,0%,92%,92%,90.9%,92%,93.2%,90.9%,79,1,1,7,1,5,1,0,7,7,8,7,6,8,PUBLIC SCHOOL,UNIVERSITY PLACE SCHOOL DISTRICT,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-4,1,0,"7102 40TH ST W
UNIVERSITY PLACE
(47.220854, -122.531873)"
GREENACRES ELEMENTARY,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,CENTRAL VALLEY SCHOOL DISTRICT,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,1-5,0,0,"17915 E 4TH AVENUE
SPOKANE VALLEY
(47.653271, -117.162648)"
FRANKLIN HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,SEATTLE PUBLIC SCHOOLS,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,9-12,0,0,"3013 S MT BAKER BV
SEATTLE
(47.576626, -122.292898)"
"CHILD DEVELOPMENT PROGRAM, WSU VANCOUVER",2016-17,Y,8,87.5%,0%,0%,12.5%,0%,12.5%,0%,0%,87.5%,87.5%,87.5%,87.5%,87.5%,87.5%,7,0,0,1,0,1,0,0,1,1,1,1,1,1,PRIVATE SCHOOL,BATTLE GROUND SCHOOL DISTRICT,CLARK,EDUCATIONAL SERVICE DISTRICT 112,K+,1,0,"14204 NE SALMON CREEK AVE
VANCOUVER
(45.724881, -122.632403)"
EVERETT HIGH SCHOOL,2016-17,Y,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUBLIC SCHOOL,EVERETT SCHOOL DISTRICT,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,9-12,0,0,"2416 COLBY AVE
EVERETT
(47.985334, -122.208489)"
EAST VALLEY ELEMENTARY,2016-17,Y,80,93.8%,2.5%,0%,3.8%,1.3%,2.5%,0%,0%,96.3%,96.3%,97.5%,96.3%,95%,96.3%,75,2,0,3,1,2,0,0,3,3,2,3,4,3,PUBLIC SCHOOL,EAST VALLEY SCHOOL DISTRICT (YAKIMA),YAKIMA,EDUCATIONAL SERVICE DISTRICT 105,K -5,1,0,"1951 BEAUDRY ROAD
YAKIMA
(46.575098, -120.403888)"
